1.000000000000000000e+01 -8.283024686000000258e+01 7.677000000000000490e-01 1.010999999999999943e+01 1.009999999999999964e+01
1.668100537200059108e+01 -8.213613311999999667e+01 7.203000000000000513e-01 1.096000000000000085e+01 1.090000000000000036e+01
2.782559402207124322e+01 -8.205830982000000517e+01 7.254000000000000448e-01 1.153999999999999915e+01 1.144999999999999929e+01
4.641588833612777165e+01 -8.222513587999999629e+01 7.056000000000000050e-01 1.200999999999999979e+01 1.193999999999999950e+01
7.742636826811269657e+01 -8.221113583000000347e+01 7.584999999999999520e-01 1.230000000000000071e+01 1.211999999999999922e+01
1.291549665014883885e+02 -8.214430081000000428e+01 7.933999999999999941e-01 1.450999999999999979e+01 1.226999999999999957e+01
2.154434690031882269e+02 -8.213742899999999736e+01 7.951000000000000290e-01 1.597000000000000064e+01 1.310999999999999943e+01
3.593813663804625662e+02 -8.213721898999999382e+01 7.947999999999999510e-01 1.833999999999999986e+01 1.485999999999999943e+01
5.994842503189408944e+02 -8.213732151000000670e+01 7.946999999999999620e-01 2.025000000000000000e+01 1.552999999999999936e+01
1.000000000000000000e+03 -8.213733815000000504e+01 7.946999999999999620e-01 2.564999999999999858e+01 2.030999999999999872e+01
