1.000000000000000000e+01 -8.283024686999999631e+01 7.677000000000000490e-01 6.700000000000000400e-01 8.399999999999999689e-01
1.668100537200059108e+01 -8.213613311000000294e+01 7.203000000000000513e-01 1.010000000000000009e+00 1.219999999999999973e+00
2.782559402207124322e+01 -8.205830982000000517e+01 7.254000000000000448e-01 5.799999999999999600e-01 4.699999999999999734e-01
4.641588833612777165e+01 -8.222513589000000422e+01 7.055000000000000160e-01 2.160000000000000142e+00 2.979999999999999982e+00
7.742636826811269657e+01 -8.221113583000000347e+01 7.584999999999999520e-01 4.469999999999999751e+00 4.459999999999999964e+00
1.291549665014883885e+02 -8.214430081000000428e+01 7.933999999999999941e-01 3.839999999999999858e+00 3.379999999999999893e+00
2.154434690031882269e+02 -8.213742899999999736e+01 7.950000000000000400e-01 4.910000000000000142e+00 4.830000000000000071e+00
3.593813663804625662e+02 -8.213721898000000010e+01 7.946999999999999620e-01 4.990000000000000213e+00 4.690000000000000391e+00
5.994842503189408944e+02 -8.213732151000000670e+01 7.946999999999999620e-01 7.900000000000000355e+00 7.900000000000000355e+00
1.000000000000000000e+03 -8.213733813999999711e+01 7.946999999999999620e-01 1.228999999999999915e+01 1.096000000000000085e+01
