1.000000000000000000e+01 -8.283024686999999631e+01 7.677000000000000490e-01 1.040000000000000036e+00 1.120000000000000107e+00
1.219570460159441438e+01 -8.242278410999999494e+01 6.939999999999999503e-01 7.299999999999999822e-01 1.000000000000000000e+00
1.487352107293511772e+01 -8.219567720000000577e+01 6.794000000000000039e-01 5.300000000000000266e-01 5.000000000000000000e-01
1.813930693911062164e+01 -8.208164628999999479e+01 6.834999999999999964e-01 4.299999999999999933e-01 3.800000000000000044e-01
2.212216291070449259e+01 -8.204643488000000673e+01 7.766999999999999460e-01 8.499999999999999778e-01 9.300000000000000488e-01
2.697953640073000514e+01 -8.206025691000000677e+01 7.360999999999999766e-01 1.040000000000000036e+00 1.199999999999999956e+00
3.290344562312667875e+01 -8.209880789000000334e+01 7.169999999999999707e-01 5.000000000000000000e-01 4.400000000000000022e-01
4.012807031942776348e+01 -8.218088803000000553e+01 7.049999999999999600e-01 1.110000000000000098e+00 1.280000000000000027e+00
4.893900918477493889e+01 -8.223739575999999829e+01 7.122000000000000552e-01 8.199999999999999512e-01 7.900000000000000355e-01
5.968456995122310360e+01 -8.224143060000000105e+01 7.217000000000000082e-01 1.719999999999999973e+00 2.180000000000000160e+00
7.278953843983153149e+01 -8.222317483000000493e+01 7.510999999999999899e-01 4.040000000000000036e+00 3.919999999999999929e+00
8.877197088985865037e+01 -8.219158314999999959e+01 7.649000000000000243e-01 3.330000000000000071e+00 2.810000000000000053e+00
1.082636733874054045e+02 -8.216272179000000619e+01 7.854999999999999760e-01 4.209999999999999964e+00 4.339999999999999858e+00
1.320351779716294800e+02 -8.214302646000000152e+01 7.946999999999999620e-01 4.990000000000000213e+00 5.459999999999999964e+00
1.610262027560939373e+02 -8.213693829999999707e+01 7.957999999999999519e-01 4.410000000000000142e+00 4.389999999999999680e+00
1.963828001929769869e+02 -8.213737181000000476e+01 7.949000000000000510e-01 4.540000000000000036e+00 4.150000000000000355e+00
2.395026619987486072e+02 -8.213752881000000627e+01 7.946999999999999620e-01 6.009999999999999787e+00 6.650000000000000355e+00
2.920903717032250029e+02 -8.213735542999999950e+01 7.946999999999999620e-01 5.259999999999999787e+00 5.330000000000000071e+00
3.562247890262444230e+02 -8.213722011999999495e+01 7.946999999999999620e-01 6.950000000000000178e+00 7.750000000000000000e+00
4.344412298729368445e+02 -8.213730542000000412e+01 7.946999999999999620e-01 5.780000000000000249e+00 5.280000000000000249e+00
5.298316906283712342e+02 -8.213731790999999305e+01 7.946999999999999620e-01 6.790000000000000036e+00 6.690000000000000391e+00
6.461670787466975980e+02 -8.213732134999999346e+01 7.946999999999999620e-01 8.089999999999999858e+00 7.519999999999999574e+00
7.880462815669911834e+02 -8.213734162999999455e+01 7.946999999999999620e-01 9.460000000000000853e+00 8.460000000000000853e+00
9.610779662375922499e+02 -8.213733684000000324e+01 7.946999999999999620e-01 1.175999999999999979e+01 1.039000000000000057e+01
1.172102297533480623e+03 -8.213734306000000629e+01 7.946999999999999620e-01 1.486999999999999922e+01 1.371000000000000085e+01
1.429461338356845545e+03 -8.213734377000000109e+01 7.946999999999999620e-01 1.819000000000000128e+01 1.650000000000000000e+01
1.743328822199988963e+03 -8.213734388000000308e+01 7.946999999999999620e-01 2.385000000000000142e+01 2.082000000000000028e+01
2.126112333899657642e+03 -8.213734370000000240e+01 7.946999999999999620e-01 2.944000000000000128e+01 2.592999999999999972e+01
2.592943797404666839e+03 -8.213734363000000371e+01 7.946999999999999620e-01 3.753000000000000114e+01 3.198999999999999844e+01
3.162277660168379498e+03 -8.213734365000000537e+01 7.946999999999999620e-01 5.290999999999999659e+01 4.470000000000000284e+01
